  0.00000000	   0.07318405	   0.16581395	   0.34353989	   0.78324655	   1.47356253	   1.29497043	   1.50534169	   1.90106552	   2.07254280	   1.66653397
  0.00000000	   0.07728857	   0.19247750	   0.36347849	   0.64484649	   1.15433279	   1.07227395	   1.70800095	   1.58437588	   1.62050180	   1.41666019
  0.00000000	   0.07258566	   0.15304086	   0.29965518	   0.48609646	   0.70825799	   0.87221203	   0.88055156	   1.92939658	   1.46171006	   1.78284163
  0.00000000	   0.04664693	   0.10834044	   0.19991200	   0.32390001	   0.32589265	   0.50201445	   1.25033346	   1.32430242	   2.01427621	   1.80252440
  0.00000000	   0.07590350	   0.22392008	   0.42118469	   0.62614483	   1.02866594	   1.22092550	   2.06659036	   1.14967176	   1.55478961	   1.77722932
  0.00000002	   0.05594871	   0.14884724	   0.26527071	   0.49735138	   0.82371283	   1.19449694	   1.50238723	   1.37528729	   1.68008117	   1.79245071
  0.00000000	   0.08960075	   0.21634737	   0.37650192	   0.58178160	   0.75454338	   1.66624132	   1.60373431	   1.56558550	   1.37205585	   1.57925219
  0.00000000	   0.03771003	   0.09247422	   0.16562463	   0.29854150	   0.39859661	   0.64040410	   1.06226574	   1.17583222	   1.58053545	   2.06627069
  0.00000001	   0.09193078	   0.18853393	   0.40659233	   0.56494982	   0.90302882	   1.29439950	   1.47221139	   1.58624823	   1.47525383	   1.58487187
  0.00000002	   0.05841056	   0.13105373	   0.23962069	   0.44425521	   0.86323844	   1.20274486	   1.53294806	   1.89820723	   1.89250964	   1.39219522
  0.00000000	   0.10357306	   0.16367456	   0.27725522	   0.47713753	   0.80891607	   1.25238244	   1.54778142	   1.33557370	   1.65991072	   1.65376892
  0.00000000	   0.06565586	   0.17093622	   0.33159556	   0.65730818	   1.48383496	   2.17147116	   1.75522746	   1.81192519	   1.19848759	   1.63305247
  0.00000001	   0.05465215	   0.11788475	   0.23080353	   0.40797599	   1.38972797	   0.91124649	   2.53847367	   2.48022630	   1.77490760	   1.33330335
  0.00000000	   0.09149709	   0.21625147	   0.39153910	   0.67899959	   1.02491479	   1.52839163	   1.67034735	   1.42723466	   1.45763740	   1.48965295
  0.00000002	   0.06234479	   0.13145942	   0.22301232	   0.43714087	   0.78519084	   1.36464644	   1.31114300	   2.04119426	   2.14227234	   1.48075121
  0.00000000	   0.07768323	   0.17348558	   0.28888282	   0.45009510	   0.83878830	   1.07781372	   1.25536874	   1.64975403	   1.86072039	   1.80995268
  0.00000000	   0.07306251	   0.16626784	   0.33572940	   0.48959900	   0.91473779	   1.18836645	   1.43294884	   1.50641109	   1.13608096	   1.36310075
  0.00000002	   0.07977507	   0.18474182	   0.37370912	   0.67193259	   1.30758090	   1.78227942	   1.63171977	   1.35624513	   1.55358377	   1.10264806
  0.00000002	   0.06082329	   0.13480412	   0.20870961	   0.30170181	   0.55152340	   0.69128302	   0.63932322	   0.96564936	   1.30886267	   1.76902978
  0.00000000	   0.06618387	   0.13348565	   0.24645195	   0.38427218	   0.64718713	   1.00490261	   1.74045555	   1.39762129	   2.13363000	   0.86427041
